run_id,ncbi_taxon_id,taxon_rank_level,relative_abundance,name,lineage,CDF,,,,,,,
ERR1912974,657313,strain,0.00145,[Ruminococcus] torques L2-14,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Mediterraneibacter__2316020,s__[Ruminococcus] torques__33039,st__[Ruminococcus] torques L2-14__657313,0.643594957299706
ERR1912974,1073376,strain,0.000497,[Ruminococcus] lactaris CC59_002D,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Mediterraneibacter__2316020,s__[Ruminococcus] lactaris__46228,st__[Ruminococcus] lactaris CC59_002D__1073376,0.433763725091518
ERR1912974,2302966,species,0.000599,Lachnospiraceae bacterium TM07-2AC,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,s__Lachnospiraceae bacterium TM07-2AC__2302966,0.711976413176064,,
ERR1912974,186803,family,0.000796,Lachnospiraceae,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,0.0078674883473586,,,
ERR1912974,665950,species,0.000584,Lachnospiraceae bacterium 3_1_46FAA,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,s__Lachnospiraceae bacterium 3_1_46FAA__665950,0.533956893045968,,
ERR1912974,1965560,species,0.000329,Lachnoclostridium sp. An138,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Lachnoclostridium__1506553,s__Lachnoclostridium sp. An138__1965560,0.944557408160427,
ERR1912974,411469,strain,0.000903,Anaerobutyricum hallii DSM 3353,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Anaerobutyricum__2569097,s__Anaerobutyricum hallii__39488,st__Anaerobutyricum hallii DSM 3353__411469,0.469245628304208
ERR1912974,105843,species,0.000188,Anaerobutyricum soehngenii,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Anaerobutyricum__2569097,s__Anaerobutyricum soehngenii__105843,0.489629930866227,
ERR1912974,1653435,species,0.001102,Merdimonas faecis,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Merdimonas__2023266,s__Merdimonas faecis__1653435,0.981510098956134,
ERR1912974,1121323,strain,0.000772,Anaerotignum lactatifermentans DSM 14214,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Anaerotignaceae__3118652,g__Anaerotignum__2039240,s__Anaerotignum lactatifermentans__160404,st__Anaerotignum lactatifermentans DSM 14214__1121323,0.922093766339326
ERR1912974,186803,family,0.000267,Lachnospiraceae,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,0.0068462789751931,,,
ERR1912974,411462,strain,0.001542,Dorea longicatena DSM 13814,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Dorea__189330,s__Dorea longicatena__88431,st__Dorea longicatena DSM 13814__411462,0.589250372780267
ERR1912974,742765,strain,0.000716,Dorea formicigenerans 4_6_53AFAA,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Dorea__189330,s__Dorea formicigenerans__39486,st__Dorea formicigenerans 4_6_53AFAA__742765,0.922936152907617
ERR1912974,1280669,species,0.000386,Dorea sp. AGR2135,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Dorea__189330,s__Dorea sp. AGR2135__1280669,0.733656974379801,
ERR1912974,411902,strain,0.00017,Enterocloster bolteae ATCC BAA-613,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Enterocloster__2719313,s__Enterocloster bolteae__208479,st__Enterocloster bolteae ATCC BAA-613__411902,0.598820658804392
ERR1912974,717608,strain,0.000544,[Clostridium] cf. saccharolyticum K10,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Lacrimispora__2719231,s__Lacrimispora saccharolytica__84030,st__[Clostridium] cf. saccharolyticum K10__717608,0.912362749084928
ERR1912974,2292351,species,0.001045,Eubacterium sp. AM49-13BH,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Eubacteriaceae__186806,g__Eubacterium__1730,s__Eubacterium sp. AM49-13BH__2292351,0.833892503727753,
ERR1912974,1256908,strain,0.00032,Eubacterium ramulus ATCC 29099,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Eubacteriaceae__186806,g__Eubacterium__1730,s__Eubacterium ramulus__39490,st__Eubacterium ramulus ATCC 29099__1256908,0.362120595955503
ERR1912974,411463,strain,0.000375,Eubacterium ventriosum ATCC 27560,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Eubacteriaceae__186806,g__Eubacterium__1730,s__Eubacterium ventriosum__39496,st__Eubacterium ventriosum ATCC 27560__411463,0.465839772265168
ERR1912974,445973,strain,0.000118,Intestinibacter bartlettii DSM 16795,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Peptostreptococcales__3082720,f__Peptostreptococcaceae__186804,g__Intestinibacter__1505657,s__Intestinibacter bartlettii__261299,st__Intestinibacter bartlettii DSM 16795__445973,0.728751525010139
ERR1912974,1650661,species,0.001675,Clostridium phoceensis,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Clostridiaceae__31979,g__Clostridium__1485,s__Clostridium phoceensis__1650661,0.844143960959688,
ERR1912974,411486,species,0.001192,Clostridium sp. M62/1,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Clostridiaceae__31979,g__Clostridium__1485,s__Clostridium sp. M62/1__411486,0.706384709231372,
ERR1912974,2292889,species,0.0007639999999999,Firmicutes bacterium AF36-3BH,sk__Bacteria__2,p__Bacillota__1239,s__Firmicutes bacterium AF36-3BH__2292889,0.469364240206059,,,,,
ERR1912974,2292885,species,0.004337,Firmicutes bacterium AF16-15,sk__Bacteria__2,p__Bacillota__1239,s__Firmicutes bacterium AF16-15__2292885,0.698047986986559,,,,,
ERR1912974,2292181,species,0.002147,Firmicutes bacterium AF25-13AC,sk__Bacteria__2,p__Bacillota__1239,s__Firmicutes bacterium AF25-13AC__2292181,0.62840585603904,,,,,
ERR1912974,2292884,species,0.000845,Firmicutes bacterium AF12-30,sk__Bacteria__2,p__Bacillota__1239,s__Firmicutes bacterium AF12-30__2292884,0.772671817812082,,,,,
ERR1912974,2292896,species,0.000292,Firmicutes bacterium AM55-24TS,sk__Bacteria__2,p__Bacillota__1239,s__Firmicutes bacterium AM55-24TS__2292896,0.338348922326161,,,,,
ERR1912974,1239,phylum,0.000148,Bacillota,sk__Bacteria__2,p__Bacillota__1239,0.0002033346888979,,,,,,
ERR1912974,767463,strain,0.000673,Streptococcus thermophilus ND03,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus thermophilus__1308,st__Streptococcus thermophilus ND03__767463,0.959532699914893
ERR1912974,904306,strain,0.000378,Streptococcus vestibularis F0396,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus vestibularis__1343,st__Streptococcus vestibularis F0396__904306,0.954978310966442
ERR1912974,1739371,species,0.000986,Streptococcus sp. HMSC064H09,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus sp. HMSC064H09__1739371,0.998419324062836,
ERR1912974,1200793,strain,0.001072,Streptococcus salivarius K12,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus salivarius__1304,st__Streptococcus salivarius K12__1200793,0.993462403673325
ERR1912974,760570,strain,0.000784,Streptococcus parasanguinis ATCC 15912,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus parasanguinis__1318,st__Streptococcus parasanguinis ATCC 15912__760570,0.975645022818591
ERR1912974,1596,species,0.001144,Lactobacillus gasseri,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Lactobacillaceae__33958,g__Lactobacillus__1578,s__Lactobacillus gasseri__1596,0.993190198164216,
ERR1912974,525326,strain,0.000457,Lactobacillus paragasseri JV-V03,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Lactobacillaceae__33958,g__Lactobacillus__1578,s__Lactobacillus paragasseri__2107999,st__Lactobacillus paragasseri JV-V03__525326,0.994384374327118
ERR1912974,97478,species,0.000415,Limosilactobacillus mucosae,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Lactobacillaceae__33958,g__Limosilactobacillus__2742598,s__Limosilactobacillus mucosae__97478,0.983662499778902,
ERR1912974,525309,strain,0.000477,Limosilactobacillus antri DSM 16041,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Lactobacillaceae__33958,g__Limosilactobacillus__2742598,s__Limosilactobacillus antri__227943,st__Limosilactobacillus antri DSM 16041__525309,0.998685384754332
ERR1912974,1262969,species,0.004031,Staphylococcus sp. CAG:324,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Staphylococcaceae__90964,g__Staphylococcus__1279,s__Staphylococcus sp. CAG:324__1262969,0.975430391758087,
ERR1912974,742743,strain,0.013176,Dialister succinatiphilus YIT 11850,sk__Bacteria__2,p__Bacillota__1239,c__Negativicutes__909932,o__Veillonellales__1843489,f__Veillonellaceae__31977,g__Dialister__39948,s__Dialister succinatiphilus__487173,st__Dialister succinatiphilus YIT 11850__742743,0.988527236509178
ERR1912974,100884,species,0.0005149999999999,Coprobacillus cateniformis,sk__Bacteria__2,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Coprobacillaceae__2810280,g__Coprobacillus__100883,s__Coprobacillus cateniformis__100884,0.942223900540215,
ERR1912974,1712675,species,0.000534,Turicibacter sp. H121,sk__Bacteria__2,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Turicibacteraceae__2810281,g__Turicibacter__191303,s__Turicibacter sp. H121__1712675,0.936803578690453,
ERR1912974,1350473,strain,0.002454,Bifidobacterium longum subsp. longum 17-1B,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,g__Bifidobacterium__1678,s__Bifidobacterium longum__216816,st__Bifidobacterium longum subsp. longum 17-1B__1350473,0.983832632958212
ERR1912974,702459,strain,0.000684,Bifidobacterium bifidum PRL2010,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,g__Bifidobacterium__1678,s__Bifidobacterium bifidum__1681,st__Bifidobacterium bifidum PRL2010__702459,0.97678903717936
ERR1912974,1689,species,0.000661,Bifidobacterium dentium,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,g__Bifidobacterium__1678,s__Bifidobacterium dentium__1689,0.960756405042624,
ERR1912974,572010,species,0.000325,Slackia isoflavoniconvertens,sk__Bacteria__2,p__Actinomycetota__201174,c__Coriobacteriia__84998,o__Eggerthellales__1643822,f__Eggerthellaceae__1643826,g__Slackia__84108,s__Slackia isoflavoniconvertens__572010,0.853298863262209,
ERR1912974,239935,species,0.0362279999999999,Akkermansia muciniphila,sk__Bacteria__2,p__Verrucomicrobiota__74201,c__Verrucomicrobiae__203494,o__Verrucomicrobiales__48461,f__Akkermansiaceae__1647988,g__Akkermansia__239934,s__Akkermansia muciniphila__239935,0.924445912972684,
ERR1912974,1203554,strain,0.00859,Sutterella wadsworthensis HGA0223,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Burkholderiales__80840,f__Sutterellaceae__995019,g__Sutterella__40544,s__Sutterella wadsworthensis__40545,st__Sutterella wadsworthensis HGA0223__1203554,0.937336606053492
ERR1912974,1506471,species,0.002884,Dakarella massiliensis,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Burkholderiales__80840,f__Sutterellaceae__995019,g__Dakarella__1987748,s__Dakarella massiliensis__1506471,0.970547589157762,
ERR1912974,1329852,strain,0.001345,Enterobacter hormaechei subsp. hoffmannii UCICRE 3,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Enterobacter__547,s__Enterobacter hormaechei__158836,st__Enterobacter hormaechei subsp. hoffmannii UCICRE 3__1329852,0.999688784962185
ERR1912974,562,species,0.000757,Escherichia coli,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Escherichia__561,s__Escherichia coli__562,0.554584067597498,
ERR1912974,91347,order,0.000038,Enterobacterales,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,0.373678324522177,,,,
ERR1912974,1608898,species,0.000181,Haemophilus sp. HMSC71H05,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Pasteurellales__135625,f__Pasteurellaceae__712,g__Haemophilus__724,s__Haemophilus sp. HMSC71H05__1608898,0.925963580497875,
ERR1912974,1408428,strain,0.0025629999999999,Bilophila wadsworthia ATCC 49260,sk__Bacteria__2,p__Thermodesulfobacteriota__200940,c__Desulfovibrionia__3031449,o__Desulfovibrionales__213115,f__Desulfovibrionaceae__194924,g__Bilophila__35832,s__Bilophila wadsworthia__35833,st__Bilophila wadsworthia ATCC 49260__1408428,0.856682933441723
ERR1912974,1504823,species,0.000072,bacterium LF-3,sk__Bacteria__2,s__bacterium LF-3__1504823,0.281957435271799,,,,,,
